ID,RT,DT,CCS,m/z,Abundance,36 2286 - Mitra.d.DeMP, 39 2182 - Mitra.d.DeMP, 42 2187 - Mitra.d.DeMP, 45 2854 - Mitra.d.DeMP, 48 2911 - Mitra.d.DeMP, 126 1777 - Mitra.d.DeMP, 129 1821 - Mitra.d.DeMP, 132 1673 - Mitra.d.DeMP, 135 1894 - Mitra.d.DeMP, 138 3330 - Mitra.d.DeMP, 81 2003 - Mitra.d.DeMP, 84 2095 - Mitra.d.DeMP, 87 2046 - Mitra.d.DeMP, 90 2889 - Mitra.d.DeMP, 93 3021 - Mitra.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
2464,10.459,18.853,150.67,131.0119,46,0.001,93,67,88,0.001,0.001,69,0.001,0.001,0.001,71,66,69,98,69,0.001,0.001,0.001
2465,16.053,35.586,264.1,583.4363,46,175,108,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,132,156,0.001,0.001,0.001,0.001,0.001,0.001
2466,2.126,24.124,182.29,329.1766,46,0.001,129,246,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,171,0.001,143,0.001,0.001,0.001
2467,15.32,33.866,251.17,591.5089,46,0.001,0.001,190,0.001,0.001,0.001,144,0.001,0.001,0.001,0.001,84,270,0.001,0.001,0.001,0.001,0.001
2468,12.207,25.874,194.24,389.0313,46,90,0.001,131,0.001,0.001,68,118,0.001,0.001,0.001,0.001,154,0.001,127,0.001,0.001,0.001,0.001
2469,12.087,18.771,142.7,290.0286,46,233,196,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,259,0.001,0.001,0.001,0.001,0.001
2470,12.074,18.917,144.27,261.0413,46,0.001,0.001,0.001,0.001,0.001,0.001,267,420,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2471,13.078,25.737,194.16,339.3155,46,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,523,0.001,0.001,129,0.001
2472,3.502,27.127,215.21,141.0169,46,0.001,0.001,84,0.001,0.001,69,0.001,0.001,126,138,89,0.001,68,111,0.001,92,0.001,0.001
2473,14.439,18.349,140.78,232.046,46,0.001,0.001,0.001,0.001,0.001,294,0.001,113,278,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2474,14.405,32.565,242.05,547.4343,46,0.001,86,74,75,0.001,0.001,0.001,0.001,134,0.001,0.001,90,93,74,58,0.001,0.001,0.001
2475,13.269,31.482,234.35,509.3846,46,0.001,0.001,0.001,148,0.001,0.001,0.001,112,0.001,318,0.001,0.001,0.001,106,0.001,0.001,0.001,0.001
2476,7.663,25.403,191.28,369.2281,46,103,176,0.001,148,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,104,0.001,0.001,0.001,0.001,0.001
2477,14.559,33.727,250.03,597.4491,45,0.001,158,0.001,0.001,0.001,0.001,107,0.001,0.001,68,141,0.001,110,98,0.001,0.001,0.001,0.001
2478,15.134,27.006,202.52,406.2875,45,367,0.001,0.001,0.001,0.001,0.001,315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2479,13.611,27.824,207.99,454.2677,45,0.001,182,95,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129,0.001,125,0.001,0.001,0.001
2480,16.354,23.917,180.91,327.2164,45,122,107,128,0.001,142,0.001,0.001,0.001,0.001,0.001,183,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2481,13.536,17.494,134.95,216.0383,45,0.001,0.001,0.001,374,0.001,0.001,0.001,0.001,0.001,307,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2482,13.143,31.727,236.06,519.403,45,0.001,96,102,0.001,0.001,0.001,0.001,0.001,73,0.001,114,56,100,71,68,0.001,0.001,0.001
2483,12.412,34.267,253.2,702.1756,45,0.001,0.001,111,0.001,0.001,138,166,0.001,0.001,0.001,0.001,131,133,0.001,0.001,0.001,0.001,0.001
2484,15.219,38.563,284.03,812.5089,45,0.001,0.001,0.001,0.001,0.001,319,83,0.001,0.001,160,0.001,0.001,0.001,117,0.001,0.001,0.001,0.001
2485,13.461,31.625,234.61,595.2235,45,63,58,0.001,0.001,78,0.001,68,198,0.001,67,0.001,0.001,0.001,68,78,0.001,0.001,0.001
2486,8.352,20.857,157.79,311.6645,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,235,0.001,0.001,0.001,0.001,191,252,0.001,0.001,0.001
2487,1.556,22.459,170.25,302.0821,45,0.001,0.001,232,0.001,133,0.001,56,0.001,0.001,0.001,0.001,80,67,0.001,109,0.001,0.001,0.001
2488,0.378,21.517,162.89,306.1009,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,299,217,0.001,0.001,0.001,0.001,0.001,160,0.001,0.001,0.001
2489,4.571,26.568,199.17,419.2091,45,0.001,290,78,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,0.001,0.001,0.001
2490,16.182,26.711,200.86,366.3367,45,0.001,0.001,100,0.001,0.001,165,0.001,0.001,132,112,0.001,0.001,166,0.001,0.001,0.001,0.001,0.001
2491,15.433,28.569,213.71,421.3303,45,0.001,0.001,0.001,0.001,0.001,62,0.001,86,129,0.001,398,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2492,12.826,32.062,238.65,511.4,45,0.001,0.001,0.001,176,0.001,0.001,0.001,0.001,0.001,216,0.001,148,0.001,135,0.001,0.001,0.001,0.001
2493,1.509,20.902,159.64,263.0989,45,0.001,141,131,112,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001
2494,12.427,29.059,217.19,439.3428,45,0.001,0.001,0.001,124,0.001,0.001,62,72,0.001,212,81,0.001,124,0.001,0.001,0.001,0.001,0.001
2495,15.073,33.823,250.34,630.4147,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,272,0.001,0.001,54,197,0.001,0.001,0.001,0.001
2496,1.583,15.892,126.3,142.0655,45,181,75,124,0.001,0.001,0.001,294,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2497,15.314,38.146,281.07,794.5,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,201,161,59,0.001,251,0.001,0.001,0.001,0.001
2498,13.501,30.39,227.01,467.371,45,76,66,0.001,221,169,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60,0.001,80,0.001,0.001,0.001
2499,4.365,29.483,219.53,493.1568,45,0.001,0.001,0.001,0.001,0.001,0.001,289,0.001,209,174,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2500,1.58,25.614,192.22,383.1917,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,420,90,91,0.001,0.001,0.001,0.001,71,0.001,0.001,0.001
2501,2.11,21.307,161.51,297.0836,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,420,0.001,165,0.001,0.001,0.001,87,0.001,0.001,0.001
2502,12.239,19.806,150.83,276.0524,45,108,115,101,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,123,120,0.001,0.001,0.001,0.001
2503,15.166,35.602,263.18,697.4819,45,0.001,0.001,0.001,0.001,225,0.001,0.001,0.001,208,0.001,0.001,0.001,0.001,237,0.001,0.001,0.001,0.001
2504,11.917,27.345,203.43,543.0557,45,0.001,118,118,81,89,0.001,0.001,105,0.001,0.001,0.001,0.001,103,0.001,55,0.001,0.001,0.001
2505,13.709,24.161,183.18,305.3557,45,0.001,0.001,97,150,165,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,0.001,186,0.001,0.001,0.001
2506,13.565,21.593,162.83,353.0253,45,76,0.001,123,127,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,126,0.001,0.001,0.001
2507,10.14,20.46,155.4,288.033,44,82,85,0.001,0.001,0.001,0.001,0.001,55,86,77,0.001,85,65,71,61,0.001,0.001,0.001
2508,14.989,21.719,164.76,299.0253,44,0.001,117,94,58,0.001,0.001,0.001,0.001,84,101,0.001,0.001,93,120,0.001,0.001,0.001,0.001
2509,11.66,29.686,220.92,521.2545,44,69,0.001,0.001,0.001,125,0.001,79,0.001,66,0.001,0.001,0.001,181,0.001,146,0.001,0.001,0.001
2510,14.802,30.127,224.62,492.3448,44,101,0.001,102,97,0.001,0.001,51,154,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2511,12.545,43.238,326.5,325.1883,44,221,0.001,0.001,0.001,0.001,0.001,323,0.001,122,0.001,0.001,0.001,0.001,0.001,0.001,104,0.001,0.001
2512,13.61,18.353,139.99,266.0076,44,0.001,0.001,116,179,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001,111,0.001,139,0.001,0.001,0.001
2513,11.698,28.486,212.64,477.2454,44,86,0.001,0.001,197,115,0.001,0.001,166,0.001,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001
2514,12.481,34.002,251.53,698.1596,44,0.001,142,89,0.001,140,0.001,0.001,0.001,0.001,0.001,116,177,0.001,0.001,0.001,0.001,0.001,0.001
2515,13.268,30.423,227.21,459.3093,44,0.001,135,0.001,0.001,56,0.001,0.001,0.001,223,0.001,0.001,146,104,0.001,0.001,0.001,0.001,0.001
2516,12.098,25.366,190.83,370.2267,44,0.001,173,187,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,0.001,240,0.001,0.001,0.001,0.001,0.001
2517,13.344,26.549,201.24,304.2347,44,0.001,0.001,0.001,135,205,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,195,0.001,0.001,0.001
2518,16.479,27.573,206.69,395.3892,44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143,190,0.001,0.001,0.001,156,0.001,173,0.001,76,0.001
2519,0.223,23.878,178.89,404.0939,44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,218,119,0.001,0.001,113,211,0.001,0.001,0.001,0.001,0.001
2520,15.48,32.869,243.84,597.3489,44,0.001,0.001,98,86,99,104,0.001,0.001,0.001,96,0.001,98,80,0.001,0.001,0.001,0.001,0.001
2521,15.76,36.813,271.72,742.5392,44,0.001,95,0.001,0.001,0.001,0.001,0.001,122,65,0.001,379,0.001,0.001,0.001,0.001,76,0.001,0.001
2522,7.495,28.392,213.64,367.1571,44,122,0.001,123,0.001,0.001,0.001,179,237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2523,11.148,27.181,203.63,430.2227,44,0.001,110,73,187,163,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001
2524,0.589,24.498,184.05,377.1601,44,87,0.001,0.001,0.001,0.001,0.001,212,105,89,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2525,15.48,35.331,262.52,571.4363,44,0.001,0.001,0.001,236,262,0.001,0.001,0.001,0.001,0.001,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2526,15.189,30.729,228.86,521.3709,44,122,105,98,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,117,116,0.001,0.001,0.001
2527,11.904,22.093,165.57,402.0444,44,0.001,0.001,0.001,0.001,0.001,0.001,74,82,94,85,95,72,86,0.001,71,0.001,0.001,0.001
2528,7.048,28.867,215.29,484.9981,44,0.001,0.001,85,153,123,79,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,93,0.001
2529,0.234,18.131,142.65,159.1136,44,102,0.001,0.001,112,0.001,0.001,0.001,164,0.001,141,0.001,0.001,0.001,0.001,139,0.001,0.001,0.001
2530,10.143,13.035,99.96,248.9934,44,454,0.001,204,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2531,14.276,30.165,225.16,451.3788,44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,327,0.001,331,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2532,13.399,25.801,194.34,353.2152,44,168,0.001,0.001,0.001,0.001,0.001,0.001,0.001,339,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2533,13.066,23.623,178.99,306.2176,44,0.001,153,156,0.001,0.001,0.001,0.001,193,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,0.001,103
2534,14.328,27.35,204.77,419.302,44,0.001,70,0.001,70,0.001,89,88,112,109,119,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001
2535,10.834,29.649,221.41,453.3218,44,0.001,139,0.001,0.001,0.001,0.001,0.001,132,0.001,142,0.001,0.001,101,142,0.001,0.001,0.001,0.001
2536,0.172,26.35,209.17,141.0157,44,0.001,0.001,0.001,165,0.001,0.001,0.001,0.001,274,0.001,216,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2537,11.727,30.043,223.51,516.2729,44,0.001,0.001,57,0.001,0.001,0.001,63,79,100,137,0.001,0.001,80,139,0.001,0.001,0.001,0.001
2538,8.169,19.854,149.56,353.8239,44,0.001,228,0.001,0.001,0.001,0.001,143,152,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001
2539,9.925,27.234,202.62,531.0717,44,0.001,0.001,0.001,158,87,0.001,140,130,0.001,0.001,0.001,0.001,138,0.001,0.001,0.001,0.001,0.001
2540,0.87,17.11,133.05,188.001,44,0.001,0.001,0.001,0.001,188,0.001,223,0.001,0.001,0.001,242,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2541,4.851,21.572,161,471.1119,43,0.001,259,0.001,0.001,0.001,0.001,0.001,94,237,0.001,0.001,0.001,62,0.001,0.001,0.001,0.001,0.001
2542,11.19,19.147,145.72,288.0328,43,0.001,367,0.001,285,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2543,11.148,34.271,253.64,648.1661,43,127,0.001,0.001,0.001,0.001,137,136,151,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001
2544,13.429,32.655,243.18,509.3843,43,0.001,0.001,81,209,0.001,0.001,88,0.001,0.001,163,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001
2545,13.49,28.52,213.49,423.3467,43,0.001,0.001,157,0.001,0.001,0.001,0.001,277,0.001,0.001,0.001,0.001,217,0.001,0.001,0.001,0.001,0.001
2546,14.37,32.183,239.49,523.4337,43,0.001,0.001,131,71,0.001,0.001,0.001,0.001,222,148,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2547,11.517,22.089,165.58,402.0434,43,81,0.001,0.001,0.001,0.001,0.001,80,71,94,83,102,84,55,0.001,0.001,102,0.001,0.001
2548,15.831,36.81,272.25,650.6439,43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,436,0.001,0.001,0.001,0.001,0.001,214,0.001,0.001,0.001
2549,14.226,33.534,248.86,569.4766,43,0.001,0.001,0.001,72,0.001,0.001,0.001,117,109,62,0.001,81,99,0.001,110,0.001,0.001,0.001
2550,13.804,28.972,215.96,474.2986,43,0.001,0.001,0.001,0.001,0.001,0.001,83,127,161,0.001,0.001,115,163,0.001,0.001,0.001,0.001,0.001
2551,7.22,29.729,220.92,533.2373,43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,148,87,0.001,217,63,0.001,134,0.001,0.001,0.001,0.001
2552,11.183,17.435,134.4,217.0352,43,0.001,262,0.001,0.001,0.001,0.001,0.001,0.001,261,126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2553,0.596,24.136,199.56,92.9278,43,0.001,0.001,95,0.001,0.001,97,110,0.001,91,89,0.001,78,0.001,89,0.001,0.001,0.001,0.001
2554,13.347,28.19,210.64,456.2384,43,79,0.001,144,0.001,152,89,86,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2555,13.601,17.444,133.59,245.0232,43,0.001,234,0.001,0.001,0.001,0.001,0.001,0.001,255,159,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2556,0.625,21.074,159.06,343.9919,43,72,80,93,107,84,0.001,0.001,0.001,0.001,85,0.001,0.001,0.001,55,71,0.001,0.001,0.001
2557,13.858,28.248,210.93,460.2825,43,76,103,0.001,0.001,0.001,100,0.001,137,112,0.001,0.001,0.001,0.001,119,0.001,0.001,0.001,0.001
2558,14.114,31.445,232.77,649.1472,43,115,0.001,0.001,0.001,0.001,0.001,162,0.001,234,135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2559,13.423,27.702,207.74,403.3572,43,0.001,139,0.001,0.001,99,0.001,106,0.001,153,0.001,0.001,0.001,0.001,0.001,149,0.001,0.001,0.001
2560,11.48,28.687,214.12,477.245,43,101,68,0.001,104,171,0.001,69,65,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001
2561,15.229,21.724,164.76,299.0253,43,0.001,136,0.001,113,0.001,0.001,0.001,0.001,0.001,101,0.001,99,86,111,0.001,0.001,0.001,0.001
2562,13.4,29.551,219.65,557.1168,43,0.001,108,79,114,0.001,0.001,0.001,118,0.001,92,0.001,0.001,135,0.001,0.001,0.001,0.001,0.001
2563,13.336,35.717,264.08,697.4837,43,0.001,132,172,0.001,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,177,0.001,0.001,0.001
2564,12.302,18.301,140.42,232.0462,43,0.001,0.001,0.001,0.001,0.001,301,105,0.001,0.001,239,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2565,1.521,25.034,188.11,369.177,43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,197,181,267,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2566,13.561,28.666,213.69,485.2658,43,0.001,0.001,67,0.001,0.001,69,0.001,99,0.001,409,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2567,12.474,21.658,165.98,241.2164,43,70,99,0.001,0.001,73,116,99,0.001,94,0.001,0.001,0.001,93,0.001,0.001,0.001,0.001,0.001
2568,15.704,37.499,276.64,762.5127,43,0.001,0.001,65,0.001,0.001,302,89,0.001,0.001,137,0.001,0.001,0.001,0.001,50,0.001,0.001,0.001
2569,13.102,17.41,133.27,243.0302,43,0.001,0.001,0.001,0.001,0.001,324,0.001,0.001,0.001,319,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2570,15.096,27.981,209.2,436.2832,43,0.001,104,0.001,0.001,0.001,141,0.001,141,141,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2571,6.89,25.415,191.27,369.2273,43,95,146,0.001,134,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,200,0.001,0.001,0.001,0.001,0.001
2572,16.255,24.214,182.83,330.2353,43,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188,188,0.001,110,0.001,0.001,0.001,0.001
2573,6.369,17.516,133.58,268.8839,43,113,0.001,0.001,160,86,0.001,0.001,0.001,0.001,106,0.001,63,112,0.001,0.001,0.001,0.001,0.001
2574,11.029,21.181,159.81,333.0366,43,0.001,0.001,0.001,0.001,0.001,0.001,105,126,0.001,107,0.001,80,105,117,0.001,0.001,0.001,104
2575,15.433,35.805,264.79,689.4763,43,0.001,0.001,0.001,190,56,0.001,0.001,262,51,0.001,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001
2576,6.116,23.698,179.21,313.1188,43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,275,0.001,0.001,0.001,235,0.001,0.001,0.001,0.001
2577,13.666,22.593,172.39,267.2314,42,0.001,0.001,78,210,257,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001
2578,7.614,18.196,137.35,330.9778,42,0.001,0.001,0.001,0.001,0.001,118,145,0.001,97,0.001,0.001,141,134,0.001,0.001,0.001,123,0.001
2579,8.802,25.185,189.8,355.2472,42,0.001,102,0.001,197,140,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,120,0.001,0.001,0.001
2580,14.695,24.398,183.37,373.0445,42,0.001,139,0.001,0.001,0.001,123,130,158,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2581,6.549,29.498,219.32,550.2449,42,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,533,0.001,0.001,0.001
2582,10.347,20.725,156.46,333.0367,42,0.001,0.001,70,55,0.001,0.001,79,67,0.001,58,66,91,78,69,0.001,0.001,0.001,0.001
2583,13.899,29.738,218.91,880.9429,42,133,0.001,0.001,0.001,0.001,0.001,113,0.001,0.001,0.001,0.001,124,129,134,0.001,0.001,0.001,0.001
2584,4.872,23.232,174.99,357.0825,42,0.001,81,0.001,87,97,0.001,0.001,103,0.001,0.001,0.001,59,64,142,0.001,0.001,0.001,0.001
2585,14.9,30.904,229.74,535.3397,42,0.001,0.001,0.001,143,0.001,0.001,93,243,0.001,0.001,0.001,0.001,58,0.001,96,0.001,0.001,0.001
2586,0.375,17.139,133.6,186.0441,42,0.001,0.001,481,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2587,15.271,37.012,273.4,752.524,42,0.001,191,145,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,126,92,0.001,0.001,0.001,0.001,0.001
2588,14.216,32.139,238.47,578.3456,42,0.001,0.001,75,0.001,0.001,212,0.001,0.001,0.001,121,0.001,84,139,0.001,0.001,0.001,0.001,0.001
2589,7.783,24.203,183.54,311.2213,42,0.001,214,0.001,417,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2590,4.843,26.846,199.99,487.0861,42,0.001,0.001,0.001,0.001,0.001,0.001,334,61,0.001,235,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2591,14.602,20.88,158.7,282.9933,42,0.001,0.001,0.001,136,0.001,122,0.001,141,109,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2592,12.349,25.227,190.93,311.1679,42,0.001,0.001,0.001,0.001,177,0.001,191,185,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001
2593,14.183,30.181,223.42,644.1249,42,0.001,0.001,0.001,0.001,86,0.001,74,0.001,193,0.001,0.001,0.001,168,108,0.001,0.001,0.001,0.001
2594,3.163,25.175,188.35,439.07,42,236,0.001,0.001,0.001,0.001,0.001,0.001,393,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2595,12.394,33.996,251.28,698.1619,42,0.001,90,0.001,0.001,111,0.001,78,72,0.001,101,0.001,0.001,72,0.001,104,0.001,0.001,0.001
2596,4.418,19.148,147.8,213.0204,42,0.001,0.001,169,155,0.001,0.001,106,0.001,0.001,198,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2597,13.744,33.18,245.76,640.3462,42,58,238,0.001,0.001,0.001,0.001,0.001,78,110,0.001,0.001,0.001,143,0.001,0.001,0.001,0.001,0.001
2598,14.719,32.436,241.81,501.3933,42,0.001,0.001,121,0.001,272,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,234,0.001,0.001,0.001
2599,1.257,23.297,188.08,116.9725,42,0.001,0.001,94,109,0.001,0.001,89,127,109,99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2600,13.088,21.153,159.63,331.0432,42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,190,0.001,0.001,0.001,184,147,0.001,0.001,0.001,0.001
2601,3.231,18.93,145.34,229.0153,42,0.001,0.001,0.001,0.001,0.001,0.001,149,0.001,0.001,0.001,168,309,0.001,0.001,0.001,0.001,0.001,0.001
2602,8.204,29.115,216.37,532.2343,42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,195,0.001,96,0.001,0.001,121,214,0.001,0.001,0.001,0.001
2603,11.52,24.365,184.37,321.2419,42,0.001,0.001,0.001,233,196,197,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2604,14.023,33.069,245.55,567.4632,42,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,362,0.001,200,0.001,0.001,0.001,0.001,0.001,0.001
2605,16.133,34.95,258.71,657.4989,42,0.001,0.001,72,0.001,99,203,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001
2606,2.993,19.543,150.28,226.017,42,0.001,0.001,170,0.001,0.001,0.001,0.001,0.001,392,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001
2607,14.971,26.993,202.34,406.2877,42,218,0.001,0.001,0.001,0.001,0.001,213,0.001,0.001,0.001,0.001,0.001,194,0.001,0.001,0.001,0.001,0.001
2608,13.318,29.552,220.11,525.2658,42,0.001,108,117,203,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,197,0.001,0.001,0.001
2609,7.167,24.465,184.66,333.2058,42,0.001,0.001,0.001,0.001,188,0.001,179,0.001,0.001,0.001,183,75,0.001,0.001,0.001,0.001,0.001,0.001
2610,0.234,18.458,142.89,203.1035,41,116,0.001,0.001,134,0.001,0.001,192,0.001,180,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2611,14.922,25.466,190,469.0369,41,60,0.001,0.001,0.001,0.001,0.001,134,0.001,124,77,0.001,0.001,129,0.001,98,0.001,0.001,0.001
2612,3.124,19.654,151.01,232.9939,41,0.001,0.001,0.001,225,315,0.001,0.001,0.001,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2613,6.034,26.498,198.85,383.1508,41,0.001,0.001,0.001,0.001,0.001,0.001,168,0.001,0.001,166,0.001,145,142,0.001,0.001,0.001,0.001,0.001
2614,14.291,27.969,209.87,383.3528,41,0.001,0.001,0.001,0.001,0.001,0.001,0.001,184,0.001,254,182,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2615,15.908,37.478,276.48,758.5338,41,0.001,0.001,0.001,0.001,78,102,115,0.001,106,100,64,0.001,0.001,0.001,55,0.001,0.001,0.001
2616,12.971,30.193,224.43,526.2942,41,0.001,0.001,0.001,0.001,0.001,0.001,82,113,137,146,0.001,65,0.001,77,0.001,0.001,0.001,0.001
2617,15.501,36.715,271.05,731.4901,41,83,0.001,0.001,0.001,0.001,0.001,100,0.001,112,78,0.001,0.001,141,0.001,105,0.001,0.001,0.001
2618,14.794,33.548,247.39,823.1093,41,0.001,229,0.001,131,0.001,95,0.001,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001
2619,13.612,25.291,190.26,368.2462,41,0.001,181,0.001,160,0.001,56,0.001,0.001,0.001,0.001,0.001,76,145,0.001,0.001,0.001,0.001,0.001
2620,13.299,29.589,220.9,449.3617,41,0.001,0.001,0.001,0.001,0.001,0.001,59,87,0.001,232,81,68,0.001,90,0.001,0.001,0.001,0.001
2621,13.891,31.175,232.88,449.3625,41,0.001,75,0.001,0.001,0.001,0.001,72,0.001,0.001,327,0.001,143,0.001,0.001,0.001,0.001,0.001,0.001
2622,11.232,34.828,257.54,676.1628,41,0.001,0.001,85,0.001,0.001,0.001,0.001,98,190,146,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001
2623,14.723,37.006,273.22,744.5521,41,0.001,0.001,0.001,88,0.001,0.001,427,0.001,0.001,0.001,0.001,0.001,99,0.001,0.001,0.001,0.001,0.001
2624,7.457,25.278,190.6,354.2324,41,0.001,146,0.001,227,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001
2625,9.928,24.566,183.7,441.062,41,0.001,0.001,0.001,152,70,0.001,68,0.001,0.001,0.001,74,0.001,115,135,0.001,0.001,0.001,0.001
