ID,RT,DT,CCS,m/z,30 CC7-1.d.DeMP, 31 CC7-2.d.DeMP, 32 CC7-3.d.DeMP, 187 CC7-1.d.DeMP, 188 CC7-2.d.DeMP, 189 CC7-3.d.DeMP, 193 B3 MB-1.d.DeMP, 194 B3 MB-2.d.DeMP, 195 B3 MB-3.d.DeMP, 260 B4 MB-1.d.DeMP, 261 B4 MB-2.d.DeMP, 262 B4 MB-3.d.DeMP, 103 B2 MB-1.d.DeMP, 104 B2 MB-2.d.DeMP, 105 B2 MB-3.d.DeMP, 36 B1 MB-1.d.DeMP, 37 B1 MB-2.d.DeMP, 38 B1 MB-3.d.DeMP
34432,0.383,26.698,199.47,421.2572,0.001,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34433,2.622,29.626,220,527.1767,0.001,0.001,149,0.001,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34434,1.868,29.223,217.28,501.2487,0.001,162,0.001,119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34435,2.523,25.861,194.31,354.2351,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34436,1.682,28.035,209.36,429.3176,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34437,3.196,20.957,160.53,227.9959,0.001,157,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34438,0.389,19.799,149.4,311.0351,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34439,0.404,32.1,236.23,820.9275,157,0.001,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34440,2.257,22.721,333.13,503.7192,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,561,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34441,0.381,19.467,155.77,124.0011,0.001,0.001,0.001,0.001,0.001,0.001,100,199,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120
34442,4.28,36.967,272.61,746.9238,0.001,0.001,83,0.001,0.001,0.001,239,132,0.001,0.001,190,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34443,1.599,30.602,225.58,744.9125,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,117,0.001,0.001,79,0.001,0.001,82,72,0.001,137
34444,3.215,19.261,150.16,171.1361,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001,182,0.001,107,272,0.001,0.001,0.001,0.001,0.001,0.001
34445,0.58,30.055,255.84,72.9911,0.001,0.001,0.001,0.001,0.001,0.001,0.001,182,192,0.001,0.001,0.001,0.001,187,0.001,0.001,0.001,0.001
34446,1.987,21.148,158.12,401.8698,0.001,0.001,0.001,0.001,0.001,0.001,134,151,0.001,0.001,0.001,133,0.001,0.001,0.001,143,0.001,0.001
34447,1.279,21.58,164.11,262.9309,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,0.001,0.001,142,91,135,87
34448,4.083,35.846,265.24,626.5878,0.001,0.001,0.001,116,146,0.001,160,0.001,161,0.001,0.001,0.001,0.001,136,104,0.001,0.001,0.001
34449,1.678,24.8,186.68,337.152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,305,0.001,0.001,0.001,0.001,256,0.001,0.001,0.001
34450,1.883,30.613,269.04,59.0115,0.001,0.001,0.001,0.001,103,0.001,94,0.001,139,328,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34451,0.557,6.421,52.54,92.926,0.001,0.001,0.001,0.001,0.001,0.001,82,162,76,0.001,0.001,0.001,0.001,0.001,89,152,0.001,0.001
34452,2.88,37.475,276.32,751.4534,0.001,0.001,0.001,0.001,0.001,0.001,104,0.001,61,0.001,0.001,79,0.001,0.001,0.001,73,148,96
34453,4.082,37.355,275.43,753.3215,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,197,0.001,0.001,206,0.001,0.001,0.001
34454,1.913,23.875,180.69,294.6539,0.001,0.001,0.001,181,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34455,1.87,27.074,202.14,431.2094,0.001,0.001,0.001,203,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34456,0.302,23.697,177.75,369.1201,129,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34457,0.373,22.172,167.28,315.0894,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34458,0.728,30.799,244.89,135.0305,139,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34459,4.349,35.46,262.3,637.5193,0.001,0.001,0.001,178,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34460,2.557,35.25,265.94,325.182,0.001,0.001,0.001,0.001,0.001,243,0.001,121,0.001,239,0.001,0.001,0.001,0.001,0.001,0.001,0.001,200
34461,0.588,46.496,357.76,217.0505,0.001,115,165,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34462,4.472,39.848,293.39,819.2512,0.001,0.001,144,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,193,94,0.001,116,0.001
34463,3.513,29.149,214.36,851.9515,169,0.001,0.001,111,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34464,2.18,29.624,220.09,515.3354,0.001,199,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34465,4.232,37.815,278.65,775.2201,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,150,0.001,133,0.001,88,0.001,90,99
34466,4.277,40.393,297.31,843.1276,0.001,0.001,0.001,0.001,0.001,0.001,0.001,210,60,0.001,186,0.001,0.001,0.001,0.001,0.001,104,0.001
34467,1.898,28.94,215.44,478.2505,151,0.001,0.001,0.001,0.001,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34468,1.877,23.226,176.34,273.6328,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34469,1.038,24.95,203.53,102.9549,0.001,0.001,152,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34470,1.527,27.639,205.47,500.4117,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34471,4.63,30.278,222.14,995.9452,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34472,1.248,25.271,189.3,387.1829,0.001,0.001,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34473,3.068,30.275,224.96,513.136,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34474,3.407,33.822,250.18,634.3756,0.001,0.001,0.001,0.001,0.001,0.001,560,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34475,0.46,27.384,210.56,216.0352,0.001,173,0.001,107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34476,1.971,34.985,258.66,645.3685,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34477,0.741,26.015,199.27,231.0652,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34478,1.449,29.188,217.7,449.3119,0.001,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34479,3.502,40.2,295.91,835.5972,117,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34480,4.406,41.557,306.09,813.5943,0.001,0.001,0.001,0.001,0.001,0.001,403,0.001,0.001,157,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34481,4.468,46.639,342.25,1062.8012,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34482,2.882,35.36,260.87,719.3632,186,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34483,2.276,35.245,261.1,589.0159,165,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,220,0.001
34484,3.468,30.274,222.42,904.9712,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34485,4.214,36.507,1326.7,722.7979,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,560,0.001,0.001,0.001,0.001,0.001,0.001
34486,3.722,22.443,170.53,268.3915,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34487,0.471,55.272,431.87,171.0276,0.001,138,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34488,3.107,22.818,173.59,262.1781,0.001,0.001,0.001,0.001,0.001,280,138,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34489,2.552,23.839,521.52,553.2143,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34490,1.923,21.845,162.36,493.3203,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34491,2.888,32.986,244.45,581.325,0.001,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34492,2.099,39.379,288.72,1112.9918,0.001,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34493,4.396,23.253,176.15,287.2769,0.001,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34494,2.552,19.532,150.4,207.1381,0.001,280,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,249,0.001,0.001,0.001,0.001
34495,0.488,2.988,23.55,116.9743,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,0.001,447,0.001,0.001,0.001,113,0.001,0.001
34496,2.638,30.807,228.54,548.2997,163,0.001,117,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34497,4.641,32.959,244.4,564.5087,0.001,280,0.001,0.001,0.001,0.001,0.001,234,0.001,0.001,0.001,120,0.001,0.001,167,0.001,0.001,0.001
34498,0.54,25.693,190.18,594.7351,0.001,0.001,0.001,190,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34499,0.741,23.369,177.12,284.2665,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,559,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34500,1.107,22.691,170.39,356.9416,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88,0.001,151,55,0.001,157,0.001,0.001,0.001,0.001,108
34501,3.821,36.781,803.93,726.9037,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,315,0.001,0.001,244,0.001,0.001,0.001
34502,3.283,27.713,206.82,437.2629,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,174,0.001,0.001,97,288,0.001,0.001
34503,0.889,9.786,73.42,328.9793,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,559,0.001,0.001
34504,2.113,22.204,169.06,257.2102,0.001,0.001,0.001,0.001,121,149,284,0.001,109,0.001,0.001,0.001,166,0.001,0.001,0.001,0.001,0.001
34505,1.628,12.962,104.11,116.9752,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,129,71,127,99
34506,4.442,37.961,829.58,768.3572,0.001,0.001,0.001,0.001,0.001,0.001,559,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34507,1.455,19.413,148.77,225.0647,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34508,2.991,35.413,261.45,696.4733,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,197,0.001,0.001,0.001,0.001,0.001,227,134
34509,1.45,26.716,199.18,449.9256,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34510,0.805,20.72,157.85,253.0192,96,0.001,183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34511,3.102,23.938,180.71,312.2635,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34512,2.299,22.697,332.71,508.1887,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,558,0.001,0.001,0.001,0.001
34513,0.076,24.062,178.9,492.8278,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34514,1.439,30.972,232.56,366.9802,0.001,0.001,0.001,53,87,139,0.001,0.001,0.001,293,228,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34515,2.737,30.129,223.7,529.2121,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34516,2.911,32.631,241.48,613.3382,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34517,2.542,28.88,215.23,461.3508,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34518,2.861,39.249,288.92,835.4757,0.001,0.001,0.001,0.001,0.001,0.001,128,193,170,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001
34519,2.296,30.12,224.05,496.302,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34520,2.971,37.267,275.05,711.5087,72,98,109,0.001,0.001,0.001,124,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34521,2.681,25.114,730.79,598.2432,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34522,1.572,20.287,154.34,259.718,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34523,1.982,17.729,133.28,338.0015,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,185,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34524,1.375,24.109,179.47,470.8884,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,269,0.001,0.001,0.001,132,0.001,157,0.001,0.001
34525,2.274,23.454,175.93,369.1188,0.001,0.001,0.001,0.001,203,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34526,3.529,28.329,209.4,639.2461,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34527,2.702,26.739,201.76,318.9767,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34528,4.592,30.052,221.12,831.9503,0.001,0.001,0.001,116,163,0.001,0.001,78,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34529,4.236,15.181,115.86,237.9905,0.001,0.001,0.001,121,93,65,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34530,3.292,34.358,255.04,542.4303,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,324,0.001,0.001,0.001,234,0.001,0.001,0.001,0.001
34531,4.393,35.45,261.74,692.5187,100,0.001,66,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,117,193,0.001
34532,1.499,2.42,18.95,118.9684,0.001,0.001,0.001,145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,366,192
34533,2.364,23.136,172.25,467.3008,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34534,1.827,30.153,241.6,123.9991,0.001,0.001,0.001,0.001,0.001,0.001,0.001,140,150,56,0.001,121,0.001,91,0.001,0.001,0.001,0.001
34535,4.48,40.719,299.97,794.5751,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,213,215,0.001,0.001,0.001,0.001
34536,4.214,40.514,298.02,880.3315,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34537,2.634,27.832,409.39,421.3566,0.001,0.001,0.001,0.001,0.001,0.001,558,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34538,0.685,23.68,182.02,216.0402,0.001,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34539,4.628,31.001,230.14,533.386,0.001,118,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34540,4.913,36.938,272.5,734.3646,0.001,0.001,0.001,98,0.001,181,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34541,2.061,33.698,249.35,624.2963,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34542,0.371,50.854,420.19,92.927,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65,137,0.001,98,0.001,0.001,0.001,90,168
34543,2.328,22.379,166.31,497.1084,0.001,0.001,191,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34544,2.402,20.681,154.47,413.9221,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34545,1.897,49.014,388.66,141.0173,69,0.001,60,84,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34546,2.573,28.879,215.62,433.2924,0.001,0.001,0.001,122,0.001,157,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34547,0.987,17.72,133.89,298.1002,0.001,0.001,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34548,4.686,12.768,99.48,167.8749,0.001,0.001,0.001,0.001,134,145,0.001,0.001,53,0.001,0.001,0.001,0.001,0.001,102,0.001,0.001,0.001
34549,1.631,36.607,321.83,59.0126,0.001,0.001,0.001,80,0.001,65,0.001,0.001,0.001,126,263,0.001,169,0.001,0.001,0.001,0.001,0.001
34550,4.77,34.939,257.97,689.4998,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34551,1.578,22.39,170.35,261.1489,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34552,2.181,34.704,256.25,689.122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,208,0.001,0.001,0.001,0.001,0.001,0.001,0.001,144,206
34553,2.503,37.723,278.09,761.476,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,196,52,0.001,112,95,0.001,0.001,0.001,0.001
34554,2.423,29.009,216.16,462.5237,161,0.001,0.001,118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34555,1.893,30.471,226.78,483.3327,0.001,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34556,1.063,45.406,349.64,215.0301,0.001,0.001,0.001,0.001,194,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34557,2.472,13.925,114.35,94.9794,0.001,0.001,0.001,0.001,0.001,0.001,64,98,0.001,74,0.001,0.001,0.001,66,63,0.001,102,91
34558,2.707,36.76,271.2,729.425,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,215,0.001,109,107,0.001,0.001,0.001,127,0.001,0.001
34559,1.311,21.975,191.44,61.9851,0.001,0.001,0.001,0.001,0.001,0.001,558,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34560,0.605,21.319,163.94,213.0856,62,64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,193,0.001,100,0.001,0.001,182,0.001,0.001,83
34561,1.888,9.947,75.25,272.1254,0.001,165,114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34562,0.498,26.174,193.51,628.8296,208,0.001,0.001,0.001,0.001,0.001,214,0.001,0.001,150,0.001,0.001,194,0.001,0.001,0.001,0.001,0.001
34563,4.746,34.804,257.61,617.5116,0.001,0.001,0.001,190,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34564,0.692,18.545,139.79,317.1782,0.001,0.001,0.001,74,0.001,205,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34565,3.781,42.814,314.7,927.6196,0.001,0.001,0.001,0.001,162,117,0.001,0.001,143,214,0.001,0.001,157,0.001,0.001,0.001,0.001,0.001
34566,0.674,21.836,178.62,99.9567,0.001,155,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,170,0.001,53
34567,0.958,20.727,165.53,126.9989,0.001,0.001,0.001,0.001,0.001,0.001,214,0.001,89,0.001,110,0.001,0.001,0.001,145,0.001,0.001,0.001
34568,4.326,37.43,275.92,765.9471,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143,177,134,104,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34569,2.159,13.992,105.63,297.1551,0.001,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,150,0.001,324,0.001
34570,0.974,26.721,210.37,152.0456,0.001,0.001,0.001,0.001,0.001,0.001,108,120,72,0.001,141,0.001,0.001,116,0.001,0.001,0.001,0.001
34571,1.624,19.354,148.78,213.0546,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,438,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119
34572,3.088,25.878,196.17,284.9731,0.001,0.001,0.001,0.001,0.001,0.001,292,68,0.001,0.001,0.001,0.001,0.001,70,127,0.001,0.001,0.001
34573,3.963,36.682,270.59,727.9131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,347,210,0.001,0.001,0.001
34574,3.979,37.608,277.22,765.1275,0.001,0.001,0.001,0.001,0.001,0.001,252,0.001,127,0.001,0.001,80,98,0.001,0.001,0.001,0.001,0.001
34575,1.245,5.358,41.91,143.9893,0.001,0.001,0.001,77,0.001,0.001,0.001,105,0.001,0.001,0.001,71,0.001,240,0.001,0.001,0.001,141
34576,2.479,16.963,131.29,188.9366,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,557,0.001,0.001,0.001,0.001,0.001,0.001
34577,4.106,32.913,243.94,574.4538,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,117,0.001,0.001,0.001,88,159,193
34578,3.635,35.704,780.36,714.5675,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,557,0.001,0.001
34579,2.336,21.73,166.2,235.2175,0.001,0.001,0.001,0.001,153,0.001,0.001,0.001,0.001,0.001,0.001,247,146,0.001,112,0.001,52,0.001
34580,2.588,23.229,1179.93,570.1237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,326,0.001,0.001,0.001,231,0.001,0.001,0.001,0.001
34581,0.784,29.876,220.03,780.8014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,88,0.001,0.001,90,0.001,77,0.001,0.001,88,113
34582,4.159,33.965,251.78,576.471,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,557,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34583,4.867,22.243,169.38,256.2364,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,557,0.001,0.001,0.001,0.001
34584,2.444,24.161,702.76,645.0921,0.001,0.001,0.001,0.001,0.001,0.001,0.001,557,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34585,2.765,28.428,211.9,457.2813,0.001,0.001,112,0.001,0.001,0.001,107,0.001,154,120,63,0.001,0.001,113,0.001,0.001,0.001,0.001
34586,2.202,36.868,279.21,297.1587,0.001,0.001,0.001,0.001,0.001,0.001,202,0.001,0.001,0.001,0.001,207,148,0.001,0.001,0.001,0.001,0.001
34587,4.269,37.73,278.05,775.0097,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,161,0.001,0.001,0.001,86,70,0.001,107
34588,3.126,24.98,188.28,325.4925,0.001,166,112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001
